ECG231011,Accra West,Nsawam,Residential,Prepaid,Jun,145.31,174.37,174.37,0,Paid,Active,OK
ECG231012,Accra West,Nsawam,Residential,Prepaid,Jan,67.2,80.64,80.64,0,Paid,Active,OK
ECG231012,Accra West,Nsawam,Residential,Prepaid,Feb,107.15,128.58,128.58,0,Paid,Active,OK
ECG231012,Accra West,Nsawam,Residential,Prepaid,Mar,135.39,162.47,162.47,0,Paid,Active,OK
ECG231012,Accra West,Nsawam,Residential,Prepaid,Apr,223.41,268.09,268.09,0,Paid,Active,OK
ECG231012,Accra West,Nsawam,Residential,Prepaid,May,50.11,60.13,60.13,0,Paid,Active,OK
ECG231012,Accra West,Nsawam,Residential,Prepaid,Jun,180.13,216.16,216.16,0,Paid,Active,OK
ECG231013,Accra West,Nsawam,Residential,Prepaid,Jan,129,154.8,154.8,0,Paid,Active,OK
ECG231013,Accra West,Nsawam,Residential,Prepaid,Feb,161.89,194.27,194.27,0,Paid,Active,OK
ECG231013,Accra West,Nsawam,Residential,Prepaid,Mar,114.9,137.88,137.88,0,Paid,Active,OK
ECG231013,Accra West,Nsawam,Residential,Prepaid,Apr,77.88,93.46,93.46,0,Paid,Active,OK
ECG231013,Accra West,Nsawam,Residential,Prepaid,May,157.54,189.05,189.05,0,Paid,Active,OK
ECG231013,Accra West,Nsawam,Residential,Prepaid,Jun,152.72,183.26,183.26,0,Paid,Active,OK
ECG231014,Accra West,Nsawam,Residential,Postpaid,Jan,168.6,202.32,202.32,0,Paid,Active,OK
ECG231014,Accra West,Nsawam,Residential,Postpaid,Feb,119.33,143.2,143.2,0,Paid,Active,OK
ECG231014,Accra West,Nsawam,Residential,Postpaid,Mar,90.01,108.01,108.01,0,Paid,Active,OK
ECG231014,Accra West,Nsawam,Residential,Postpaid,Apr,42.06,50.47,0,50.47,Unpaid,Active,OK
ECG231014,Accra West,Nsawam,Residential,Postpaid,May,160.97,193.16,0,193.16,Unpaid,Active,OK
ECG231014,Accra West,Nsawam,Residential,Postpaid,Jun,141.19,169.43,169.43,0,Paid,Active,OK
ECG231015,Accra West,Nsawam,Commercial,Prepaid,Jan,510.27,561.3,561.3,0,Paid,Active,OK
ECG231015,Accra West,Nsawam,Commercial,Prepaid,Feb,638.43,702.27,702.27,0,Paid,Active,OK
ECG231015,Accra West,Nsawam,Commercial,Prepaid,Mar,659.97,725.97,725.97,0,Paid,Active,OK
ECG231015,Accra West,Nsawam,Commercial,Prepaid,Apr,355.1,390.61,390.61,0,Paid,Active,OK
ECG231015,Accra West,Nsawam,Commercial,Prepaid,May,554.7,610.17,610.17,0,Paid,Active,OK
ECG231015,Accra West,Nsawam,Commercial,Prepaid,Jun,459.85,505.84,505.84,0,Paid,Active,OK
ECG231016,Accra West,Nsawam,Commercial,Prepaid,Jan,0,0,0,0,Paid,Disconnected,OK
ECG231016,Accra West,Nsawam,Commercial,Prepaid,Feb,0,0,0,0,Paid,Disconnected,OK
ECG231016,Accra West,Nsawam,Commercial,Prepaid,Mar,0,0,0,0,Paid,Disconnected,OK
ECG231016,Accra West,Nsawam,Commercial,Prepaid,Apr,0,0,0,0,Paid,Disconnected,OK
ECG231016,Accra West,Nsawam,Commercial,Prepaid,May,0,0,0,0,Paid,Disconnected,OK
ECG231016,Accra West,Nsawam,Commercial,Prepaid,Jun,0,0,0,0,Paid,Disconnected,OK
ECG231017,Accra West,Nsawam,Residential,Prepaid,Jan,99.38,119.26,119.26,0,Paid,Active,OK
ECG231017,Accra West,Nsawam,Residential,Prepaid,Feb,83.07,99.68,99.68,0,Paid,Active,OK
ECG231017,Accra West,Nsawam,Residential,Prepaid,Mar,38.65,46.38,46.38,0,Paid,Active,OK
ECG231017,Accra West,Nsawam,Residential,Prepaid,Apr,221.13,265.36,265.36,0,Paid,Active,OK
ECG231017,Accra West,Nsawam,Residential,Prepaid,May,182.63,219.16,219.16,0,Paid,Active,OK
ECG231017,Accra West,Nsawam,Residential,Prepaid,Jun,81.05,97.26,97.26,0,Paid,Active,OK
ECG231018,Accra West,Nsawam,Residential,Postpaid,Jan,133.62,160.34,160.34,0,Paid,Active,OK
ECG231018,Accra West,Nsawam,Residential,Postpaid,Feb,140.87,169.04,169.04,0,Paid,Active,OK
ECG231018,Accra West,Nsawam,Residential,Postpaid,Mar,179.55,215.46,0,215.46,Unpaid,Active,OK
ECG231018,Accra West,Nsawam,Residential,Postpaid,Apr,79.07,94.88,94.88,0,Paid,Active,OK
ECG231018,Accra West,Nsawam,Residential,Postpaid,May,174.61,209.53,209.53,0,Paid,Active,OK
ECG231018,Accra West,Nsawam,Residential,Postpaid,Jun,92.6,111.12,111.12,0,Paid,Active,OK
ECG231019,Accra West,Nsawam,Residential,Prepaid,Jan,53.21,63.85,63.85,0,Paid,Active,OK
ECG231019,Accra West,Nsawam,Residential,Prepaid,Feb,156.21,187.45,187.45,0,Paid,Active,OK
ECG231019,Accra West,Nsawam,Residential,Prepaid,Mar,184.54,221.45,221.45,0,Paid,Active,OK
ECG231019,Accra West,Nsawam,Residential,Prepaid,Apr,249.4,299.28,299.28,0,Paid,Active,OK
ECG231019,Accra West,Nsawam,Residential,Prepaid,May,60.01,72.01,72.01,0,Paid,Active,OK
ECG231019,Accra West,Nsawam,Residential,Prepaid,Jun,154.95,185.94,185.94,0,Paid,Active,OK
ECG231020,Accra West,Nsawam,Commercial,Prepaid,Jan,0,0,0,0,Paid,Inactive,OK
ECG231020,Accra West,Nsawam,Commercial,Prepaid,Feb,0,0,0,0,Paid,Inactive,OK
ECG231020,Accra West,Nsawam,Commercial,Prepaid,Mar,0,0,0,0,Paid,Inactive,OK
ECG231020,Accra West,Nsawam,Commercial,Prepaid,Apr,0,0,0,0,Paid,Inactive,OK
ECG231020,Accra West,Nsawam,Commercial,Prepaid,May,0,0,0,0,Paid,Inactive,OK
ECG231020,Accra West,Nsawam,Commercial,Prepaid,Jun,0,0,0,0,Paid,Inactive,OK
ECG231021,Accra West,Nsawam,Residential,Prepaid,Jan,99.51,119.41,119.41,0,Paid,Active,OK
ECG231021,Accra West,Nsawam,Residential,Prepaid,Feb,159.17,191,191,0,Paid,Active,OK
ECG231021,Accra West,Nsawam,Residential,Prepaid,Mar,46.48,55.78,55.78,0,Paid,Active,OK
ECG231021,Accra West,Nsawam,Residential,Prepaid,Apr,56.86,68.23,68.23,0,Paid,Active,OK
ECG231021,Accra West,Nsawam,Residential,Prepaid,May,81.21,97.45,97.45,0,Paid,Active,OK
ECG231021,Accra West,Nsawam,Residential,Prepaid,Jun,123.95,148.74,148.74,0,Paid,Active,OK
ECG231022,Accra West,Nsawam,Residential,Prepaid,Jan,87.95,105.54,105.54,0,Paid,Active,OK
ECG231022,Accra West,Nsawam,Residential,Prepaid,Feb,152.95,183.54,183.54,0,Paid,Active,OK
ECG231022,Accra West,Nsawam,Residential,Prepaid,Mar,171.34,205.61,205.61,0,Paid,Active,OK
ECG231022,Accra West,Nsawam,Residential,Prepaid,Apr,149.98,179.98,179.98,0,Paid,Active,OK
ECG231022,Accra West,Nsawam,Residential,Prepaid,May,200.94,241.13,241.13,0,Paid,Active,OK
ECG231022,Accra West,Nsawam,Residential,Prepaid,Jun,140.79,168.95,168.95,0,Paid,Active,OK
ECG231023,Accra West,Nsawam,Residential,Postpaid,Jan,59.16,70.99,70.99,0,Paid,Active,OK
ECG231023,Accra West,Nsawam,Residential,Postpaid,Feb,188.17,225.8,225.8,0,Paid,Active,OK
ECG231023,Accra West,Nsawam,Residential,Postpaid,Mar,89.74,107.69,0,107.69,Unpaid,Active,OK
ECG231023,Accra West,Nsawam,Residential,Postpaid,Apr,165.52,198.62,198.62,0,Paid,Active,OK
ECG231023,Accra West,Nsawam,Residential,Postpaid,May,198.69,238.43,238.43,0,Paid,Active,OK
ECG231023,Accra West,Nsawam,Residential,Postpaid,Jun,142.83,171.4,0,171.4,Unpaid,Active,OK
ECG231024,Accra West,Nsawam,Residential,Prepaid,Jan,45.19,54.23,54.23,0,Paid,Active,OK
ECG231024,Accra West,Nsawam,Residential,Prepaid,Feb,74.09,88.91,88.91,0,Paid,Active,OK
ECG231024,Accra West,Nsawam,Residential,Prepaid,Mar,186.14,223.37,223.37,0,Paid,Active,OK
ECG231024,Accra West,Nsawam,Residential,Prepaid,Apr,111.54,133.85,133.85,0,Paid,Active,OK
ECG231024,Accra West,Nsawam,Residential,Prepaid,May,123.98,148.78,148.78,0,Paid,Active,OK
ECG231024,Accra West,Nsawam,Residential,Prepaid,Jun,157.94,189.53,189.53,0,Paid,Active,OK
ECG231025,Accra West,Nsawam,Residential,Postpaid,Jan,154.82,185.78,185.78,0,Paid,Active,OK
ECG231025,Accra West,Nsawam,Residential,Postpaid,Feb,133.94,160.73,0,160.73,Unpaid,Active,OK
ECG231025,Accra West,Nsawam,Residential,Postpaid,Mar,109.57,131.48,131.48,0,Paid,Active,OK
ECG231025,Accra West,Nsawam,Residential,Postpaid,Apr,104.37,125.24,125.24,0,Paid,Active,OK
ECG231025,Accra West,Nsawam,Residential,Postpaid,May,162.89,195.47,195.47,0,Paid,Active,OK
ECG231025,Accra West,Nsawam,Residential,Postpaid,Jun,147.68,177.22,177.22,0,Paid,Active,OK
ECG231026,Accra West,Nsawam,Residential,Prepaid,Jan,107.13,128.56,128.56,0,Paid,Active,OK
ECG231026,Accra West,Nsawam,Residential,Prepaid,Feb,174.11,208.93,208.93,0,Paid,Active,OK
ECG231026,Accra West,Nsawam,Residential,Prepaid,Mar,113.55,136.26,136.26,0,Paid,Active,OK
ECG231026,Accra West,Nsawam,Residential,Prepaid,Apr,77.42,92.9,92.9,0,Paid,Active,OK
ECG231026,Accra West,Nsawam,Residential,Prepaid,May,82.05,98.46,98.46,0,Paid,Active,OK
ECG231026,Accra West,Nsawam,Residential,Prepaid,Jun,71.06,85.27,85.27,0,Paid,Active,OK
ECG231027,Accra West,Nsawam,Residential,Prepaid,Jan,106.38,127.66,127.66,0,Paid,Active,OK
ECG231027,Accra West,Nsawam,Residential,Prepaid,Feb,181.69,218.03,218.03,0,Paid,Active,OK
ECG231027,Accra West,Nsawam,Residential,Prepaid,Mar,79.75,95.7,95.7,0,Paid,Active,OK
ECG231027,Accra West,Nsawam,Residential,Prepaid,Apr,129.42,155.3,155.3,0,Paid,Active,OK
ECG231027,Accra West,Nsawam,Residential,Prepaid,May,87.17,104.6,104.6,0,Paid,Active,OK
ECG231027,Accra West,Nsawam,Residential,Prepaid,Jun,106.98,128.38,128.38,0,Paid,Active,OK
ECG231028,Accra West,Nsawam,Residential,Prepaid,Jan,44.5,53.4,53.4,0,Paid,Active,OK
ECG231028,Accra West,Nsawam,Residential,Prepaid,Feb,108.97,130.76,130.76,0,Paid,Active,OK
ECG231028,Accra West,Nsawam,Residential,Prepaid,Mar,110.31,132.37,132.37,0,Paid,Active,OK
ECG231028,Accra West,Nsawam,Residential,Prepaid,Apr,147.01,176.41,176.41,0,Paid,Active,OK
ECG231028,Accra West,Nsawam,Residential,Prepaid,May,131.16,157.39,157.39,0,Paid,Active,OK
ECG231028,Accra West,Nsawam,Residential,Prepaid,Jun,60.08,72.1,72.1,0,Paid,Active,OK
ECG231029,Accra West,Nsawam,Residential,Prepaid,Jan,174.21,209.05,209.05,0,Paid,Active,OK
ECG231029,Accra West,Nsawam,Residential,Prepaid,Feb,130.52,156.62,156.62,0,Paid,Active,OK
ECG231029,Accra West,Nsawam,Residential,Prepaid,Mar,129.92,155.9,155.9,0,Paid,Active,OK
ECG231029,Accra West,Nsawam,Residential,Prepaid,Apr,119.54,143.45,143.45,0,Paid,Active,OK
ECG231029,Accra West,Nsawam,Residential,Prepaid,May,94.11,112.93,112.93,0,Paid,Active,OK
ECG231029,Accra West,Nsawam,Residential,Prepaid,Jun,130.89,157.07,157.07,0,Paid,Active,OK
ECG231030,Accra West,Nsawam,Residential,Postpaid,Jan,143.78,172.54,172.54,0,Paid,Active,OK
ECG231030,Accra West,Nsawam,Residential,Postpaid,Feb,32.66,39.19,39.19,0,Paid,Active,OK
ECG231030,Accra West,Nsawam,Residential,Postpaid,Mar,93.06,111.67,111.67,0,Paid,Active,OK
ECG231030,Accra West,Nsawam,Residential,Postpaid,Apr,107.25,128.7,128.7,0,Paid,Active,OK
ECG231030,Accra West,Nsawam,Residential,Postpaid,May,132.81,159.37,159.37,0,Paid,Active,OK
ECG231030,Accra West,Nsawam,Residential,Postpaid,Jun,179.67,215.6,215.6,0,Paid,Active,OK
ECG231031,Accra West,Nsawam,Industrial,Prepaid,Jan,1614.13,1614.13,1614.13,0,Paid,Active,OK
ECG231031,Accra West,Nsawam,Industrial,Prepaid,Feb,1751.02,1751.02,1751.02,0,Paid,Active,OK
ECG231031,Accra West,Nsawam,Industrial,Prepaid,Mar,1743.73,1743.73,1743.73,0,Paid,Active,OK
ECG231031,Accra West,Nsawam,Industrial,Prepaid,Apr,1599.24,1599.24,1599.24,0,Paid,Active,OK
ECG231031,Accra West,Nsawam,Industrial,Prepaid,May,1826.41,1826.41,1826.41,0,Paid,Active,OK
ECG231031,Accra West,Nsawam,Industrial,Prepaid,Jun,2385.4,2385.4,2385.4,0,Paid,Active,OK
ECG231032,Accra West,Nsawam,Residential,Prepaid,Jan,0,0,0,0,Paid,Inactive,OK
ECG231032,Accra West,Nsawam,Residential,Prepaid,Feb,0,0,0,0,Paid,Inactive,OK
ECG231032,Accra West,Nsawam,Residential,Prepaid,Mar,0,0,0,0,Paid,Inactive,OK
ECG231032,Accra West,Nsawam,Residential,Prepaid,Apr,0,0,0,0,Paid,Inactive,OK
ECG231032,Accra West,Nsawam,Residential,Prepaid,May,0,0,0,0,Paid,Inactive,OK
ECG231032,Accra West,Nsawam,Residential,Prepaid,Jun,0,0,0,0,Paid,Inactive,OK
ECG231033,Accra West,Nsawam,Industrial,Prepaid,Jan,1473.08,1473.08,1473.08,0,Paid,Active,OK
ECG231033,Accra West,Nsawam,Industrial,Prepaid,Feb,2213.91,2213.91,2213.91,0,Paid,Active,OK
ECG231033,Accra West,Nsawam,Industrial,Prepaid,Mar,1149.05,1149.05,1149.05,0,Paid,Active,OK
ECG231033,Accra West,Nsawam,Industrial,Prepaid,Apr,1719.33,1719.33,1719.33,0,Paid,Active,OK
ECG231033,Accra West,Nsawam,Industrial,Prepaid,May,1835.26,1835.26,1835.26,0,Paid,Active,OK
ECG231033,Accra West,Nsawam,Industrial,Prepaid,Jun,2837.43,2837.43,2837.43,0,Paid,Active,OK
ECG231034,Accra West,Nsawam,Residential,Postpaid,Jan,106.26,127.51,127.51,0,Paid,Active,OK
ECG231034,Accra West,Nsawam,Residential,Postpaid,Feb,9.94,11.93,11.93,0,Paid,Active,OK
ECG231034,Accra West,Nsawam,Residential,Postpaid,Mar,20.06,24.07,15.18,8.89,Partial,Active,OK
ECG231034,Accra West,Nsawam,Residential,Postpaid,Apr,121.7,146.04,146.04,0,Paid,Active,OK
ECG231034,Accra West,Nsawam,Residential,Postpaid,May,150.69,180.83,180.83,0,Paid,Active,OK
ECG231034,Accra West,Nsawam,Residential,Postpaid,Jun,138.77,166.52,0,166.52,Unpaid,Active,OK
ECG231035,Accra West,Nsawam,Residential,Prepaid,Jan,128.38,154.06,154.06,0,Paid,Active,OK
ECG231035,Accra West,Nsawam,Residential,Prepaid,Feb,178.11,213.73,213.73,0,Paid,Active,OK
ECG231035,Accra West,Nsawam,Residential,Prepaid,Mar,93.02,111.62,111.62,0,Paid,Active,OK
ECG231035,Accra West,Nsawam,Residential,Prepaid,Apr,164.75,197.7,197.7,0,Paid,Active,OK
ECG231035,Accra West,Nsawam,Residential,Prepaid,May,38.4,46.08,46.08,0,Paid,Active,OK
ECG231035,Accra West,Nsawam,Residential,Prepaid,Jun,74.75,89.7,89.7,0,Paid,Active,OK
ECG231036,Accra West,Nsawam,Residential,Prepaid,Jan,0,0,0,0,Paid,Inactive,OK
ECG231036,Accra West,Nsawam,Residential,Prepaid,Feb,0,0,0,0,Paid,Inactive,OK
ECG231036,Accra West,Nsawam,Residential,Prepaid,Mar,0,0,0,0,Paid,Inactive,OK
ECG231036,Accra West,Nsawam,Residential,Prepaid,Apr,0,0,0,0,Paid,Inactive,OK
ECG231036,Accra West,Nsawam,Residential,Prepaid,May,0,0,0,0,Paid,Inactive,OK
ECG231036,Accra West,Nsawam,Residential,Prepaid,Jun,0,0,0,0,Paid,Inactive,OK
ECG231037,Accra West,Nsawam,Residential,Prepaid,Jan,29.65,35.58,35.58,0,Paid,Active,OK
ECG231037,Accra West,Nsawam,Residential,Prepaid,Feb,106.26,127.51,127.51,0,Paid,Active,OK
ECG231037,Accra West,Nsawam,Residential,Prepaid,Mar,117.69,141.23,141.23,0,Paid,Active,OK
ECG231037,Accra West,Nsawam,Residential,Prepaid,Apr,125.71,150.85,150.85,0,Paid,Active,OK
ECG231037,Accra West,Nsawam,Residential,Prepaid,May,123.09,147.71,147.71,0,Paid,Active,OK
ECG231037,Accra West,Nsawam,Residential,Prepaid,Jun,73.62,88.34,88.34,0,Paid,Active,OK
ECG231038,Accra West,Nsawam,Residential,Postpaid,Jan,110.49,132.59,132.59,0,Paid,Active,OK
ECG231038,Accra West,Nsawam,Residential,Postpaid,Feb,45.13,54.16,54.16,0,Paid,Active,OK
ECG231038,Accra West,Nsawam,Residential,Postpaid,Mar,188.16,225.79,225.79,0,Paid,Active,OK
ECG231038,Accra West,Nsawam,Residential,Postpaid,Apr,104.82,125.78,125.78,0,Paid,Active,OK
ECG231038,Accra West,Nsawam,Residential,Postpaid,May,95.56,114.67,0,114.67,Unpaid,Active,OK
ECG231038,Accra West,Nsawam,Residential,Postpaid,Jun,199.45,239.34,239.34,0,Paid,Active,OK
ECG231039,Accra West,Nsawam,Residential,Postpaid,Jan,57.89,69.47,69.47,0,Paid,Active,OK
ECG231039,Accra West,Nsawam,Residential,Postpaid,Feb,63.72,76.46,76.46,0,Paid,Active,OK
ECG231039,Accra West,Nsawam,Residential,Postpaid,Mar,65.19,78.23,78.23,0,Paid,Active,OK
ECG231039,Accra West,Nsawam,Residential,Postpaid,Apr,116.61,139.93,0,139.93,Unpaid,Active,OK
ECG231039,Accra West,Nsawam,Residential,Postpaid,May,141.58,169.9,169.9,0,Paid,Active,OK
ECG231039,Accra West,Nsawam,Residential,Postpaid,Jun,156.98,188.38,188.38,0,Paid,Active,OK
ECG231040,Accra West,Nsawam,Residential,Postpaid,Jan,248.6,298.32,298.32,0,Paid,Active,OK
ECG231040,Accra West,Nsawam,Residential,Postpaid,Feb,7.53,9.04,0,9.04,Unpaid,Active,OK
ECG231040,Accra West,Nsawam,Residential,Postpaid,Mar,150.44,180.53,180.53,0,Paid,Active,OK
ECG231040,Accra West,Nsawam,Residential,Postpaid,Apr,92.14,110.57,72.13,38.44,Partial,Active,OK
ECG231040,Accra West,Nsawam,Residential,Postpaid,May,90.68,108.82,108.82,0,Paid,Active,OK
ECG231040,Accra West,Nsawam,Residential,Postpaid,Jun,89.01,106.81,106.81,0,Paid,Active,OK
ECG231041,Accra West,Nsawam,Residential,Postpaid,Jan,0,0,0,0,Paid,Disconnected,OK
ECG231041,Accra West,Nsawam,Residential,Postpaid,Feb,0,0,0,0,Paid,Disconnected,OK
ECG231041,Accra West,Nsawam,Residential,Postpaid,Mar,0,0,0,0,Paid,Disconnected,OK
ECG231041,Accra West,Nsawam,Residential,Postpaid,Apr,0,0,0,0,Paid,Disconnected,OK
ECG231041,Accra West,Nsawam,Residential,Postpaid,May,0,0,0,0,Paid,Disconnected,OK
ECG231041,Accra West,Nsawam,Residential,Postpaid,Jun,0,0,0,0,Paid,Disconnected,OK
ECG231042,Accra West,Nsawam,Residential,Postpaid,Jan,74.56,89.47,89.47,0,Paid,Active,OK
ECG231042,Accra West,Nsawam,Residential,Postpaid,Feb,204.23,245.08,245.08,0,Paid,Active,OK
ECG231042,Accra West,Nsawam,Residential,Postpaid,Mar,162.11,194.53,0,194.53,Unpaid,Active,OK
ECG231042,Accra West,Nsawam,Residential,Postpaid,Apr,121.16,145.39,145.39,0,Paid,Active,OK
ECG231042,Accra West,Nsawam,Residential,Postpaid,May,187.55,225.06,225.06,0,Paid,Active,OK
ECG231042,Accra West,Nsawam,Residential,Postpaid,Jun,44.37,53.24,21.91,31.33,Partial,Active,OK
ECG231043,Accra West,Nsawam,Residential,Prepaid,Jan,53.46,64.15,64.15,0,Paid,Active,OK
ECG231043,Accra West,Nsawam,Residential,Prepaid,Feb,11.1,13.32,13.32,0,Paid,Active,OK
ECG231043,Accra West,Nsawam,Residential,Prepaid,Mar,85.03,102.04,102.04,0,Paid,Active,OK
ECG231043,Accra West,Nsawam,Residential,Prepaid,Apr,128.08,153.7,153.7,0,Paid,Active,OK
ECG231043,Accra West,Nsawam,Residential,Prepaid,May,125.14,150.17,150.17,0,Paid,Active,OK
ECG231043,Accra West,Nsawam,Residential,Prepaid,Jun,127.47,152.96,152.96,0,Paid,Active,OK
ECG231044,Accra West,Nsawam,Residential,Postpaid,Jan,49.45,59.34,59.34,0,Paid,Active,OK
ECG231044,Accra West,Nsawam,Residential,Postpaid,Feb,160.16,192.19,192.19,0,Paid,Active,OK
ECG231044,Accra West,Nsawam,Residential,Postpaid,Mar,131.98,158.38,158.38,0,Paid,Active,OK
ECG231044,Accra West,Nsawam,Residential,Postpaid,Apr,156.65,187.98,187.98,0,Paid,Active,OK
ECG231044,Accra West,Nsawam,Residential,Postpaid,May,25.36,30.43,30.43,0,Paid,Active,OK
ECG231044,Accra West,Nsawam,Residential,Postpaid,Jun,135.57,162.68,0,162.68,Unpaid,Active,OK
ECG231045,Accra West,Nsawam,Residential,Postpaid,Jan,0,0,0,0,Paid,Inactive,OK
ECG231045,Accra West,Nsawam,Residential,Postpaid,Feb,0,0,0,0,Paid,Inactive,OK
ECG231045,Accra West,Nsawam,Residential,Postpaid,Mar,0,0,0,0,Paid,Inactive,OK
ECG231045,Accra West,Nsawam,Residential,Postpaid,Apr,0,0,0,0,Paid,Inactive,OK
ECG231045,Accra West,Nsawam,Residential,Postpaid,May,0,0,0,0,Paid,Inactive,OK
ECG231045,Accra West,Nsawam,Residential,Postpaid,Jun,0,0,0,0,Paid,Inactive,OK
ECG231046,Accra West,Nsawam,Residential,Prepaid,Jan,60.61,72.73,72.73,0,Paid,Active,OK
ECG231046,Accra West,Nsawam,Residential,Prepaid,Feb,100.13,120.16,120.16,0,Paid,Active,OK
ECG231046,Accra West,Nsawam,Residential,Prepaid,Mar,146.72,176.06,176.06,0,Paid,Active,OK
ECG231046,Accra West,Nsawam,Residential,Prepaid,Apr,124.55,149.46,149.46,0,Paid,Active,OK
ECG231046,Accra West,Nsawam,Residential,Prepaid,May,77.42,92.9,92.9,0,Paid,Active,OK
ECG231046,Accra West,Nsawam,Residential,Prepaid,Jun,120.31,144.37,144.37,0,Paid,Active,OK
ECG231047,Accra West,Nsawam,Residential,Prepaid,Jan,43.42,52.1,52.1,0,Paid,Active,OK
ECG231047,Accra West,Nsawam,Residential,Prepaid,Feb,177.51,213.01,213.01,0,Paid,Active,OK
ECG231047,Accra West,Nsawam,Residential,Prepaid,Mar,109.74,131.69,131.69,0,Paid,Active,OK
ECG231047,Accra West,Nsawam,Residential,Prepaid,Apr,175.93,211.12,211.12,0,Paid,Active,OK
ECG231047,Accra West,Nsawam,Residential,Prepaid,May,93.67,112.4,112.4,0,Paid,Active,OK
